Company Name,Report Year,Annual Carbon Emissions,Annual Water Consumption,Renewable Energy Usage,Sustainable Materials Usage Ratio,Waste Recycling Rate
Continental AG,2021,109940000.0 tonnes CO₂,16700000.0 cubic meters,9.0 TWh,N/A,N/A
UnitedHealth Group,N/A,170953.0 tonnes CO₂,0.74 cubic meters,736.0 MWh,N/A,54.6 percent
[company name not provided in text],2022,14294830.0 tonnes CO₂,N/A,N/A,N/A,N/A
N/A,2016,291465.0 tonnes CO₂,N/A,N/A,N/A,N/A
United Rentals,2019,396065.0 tonnes CO₂,N/A,7.1 MWh,N/A,N/A
United Rentals,2022,13707367.0 tonnes CO₂,N/A,31250.0 MWh,N/A,56.4 percent
United Rentals,2023,7450040.0 tonnes CO₂,N/A,N/A,N/A,57.4 percent
"Ormat Technologies, Inc.",N/A,N/A,0.0 cubic meters,N/A,N/A,N/A
United Utilities,2019,167856.0 tonnes CO,4.43 cubic meters,976.0 GWh,N/A,96.0 percent
United Utilities Group PLC,2023,N/A,N/A,100.0 MWh,N/A,N/A
N/A,2024,N/A,N/A,N/A,N/A,22.0 percent
"Universal Health Services, Inc._2319",2019,27.1 tonnes CO₂,N/A,100.0 MWh,N/A,N/A
UNUM,2018,N/A,N/A,N/A,N/A,2.7 percent
Unum,2019,N/A,N/A,N/A,N/A,N/A
UNUM,2021,N/A,34131.0 cubic meters,N/A,N/A,75.1 percent
UNUM GROUP,2022,N/A,35063.0 cubic meters,N/A,N/A,411.0 tonnes CO₂
VF Corporation,2020,N/A,N/A,N/A,N/A,N/A
VF,2022,50667.0 tonnes CO₂,90883.0 cubic meters,55577.0 MWh,N/A,N/A
VF,2018,N/A,95800000.0 cubic meters,N/A,83.0 percent,21.0 percent
Audi,2019,572804.0 tonnes CO₂,3428952.0 cubic meters,41.1 MWh,N/A,107389.0 percent
Volkswagen Group,2021,119.0 tonnes CO₂,15800000.0 cubic meters,N/A,N/A,N/A
Volkswagen AG,2022,4460000.0 tonnes CO₂,15900000.0 cubic meters,405735.0 MWh,N/A,N/A
Valero,2021,23000000.0 tonnes CO₂,164600000.0 cubic meters,N/A,N/A,25.0 percent
Valero,2022,23700000.0 tonnes CO₂,175000000.0 cubic meters,N/A,N/A,1717.0 percent
Valero,2023,24800000.0 tonnes CO₂,182000000.0 cubic meters,N/A,N/A,31.0 percent
Varian,N/A,781865.0 tonnes CO₂,184878.85 cubic meters,N/A,N/A,37.0 percent
Siemens,2022,N/A,450000.0 cubic meters,N/A,N/A,93.0 percent
Siemens,2021,595.0 kilotonnes,15050000.0 cubic meters,78.0 MWh,N/A,83.0 percent
Ventas,2018,N/A,N/A,32000.0 MWh,N/A,N/A
Ventas,2019,N/A,N/A,53000.0 MWh,N/A,N/A
Ventas,2022,N/A,N/A,N/A,N/A,N/A
Danone,N/A,N/A,N/A,N/A,N/A,1.0 percent
Veolia,2023,28.6 tonnes CO₂,N/A,1100000.0 MWh,N/A,N/A
NTT Communications,2013,N/A,N/A,N/A,N/A,96.7 percent
NTT Communications,2014,273000.0 tonnes CO₂,N/A,N/A,N/A,99.4 percent
Amazon,2016,N/A,N/A,40.0 MWh,N/A,N/A
Verisk,2021,N/A,N/A,N/A,N/A,N/A
Verizon,2017,N/A,0.77 cubic meters,N/A,N/A,N/A
Verizon,2018,N/A,N/A,20.0 MWh,N/A,100.0 percent
Verizon,2020,20000000.0 tonnes CO₂,N/A,1.7 MWh,N/A,N/A
Verizon,N/A,N/A,N/A,3.0 MWh,N/A,N/A
Verizon,N/A,N/A,N/A,6.7 MWh,N/A,N/A
Vertex,2018,N/A,N/A,100.0 MWh,N/A,100.0 percent
Vertex,2019,13826.0 tonnes CO₂,N/A,100.0 MWh,N/A,51.0 percent
Vertex,2021,13287.0 tonnes CO₂,102.5 cubic meters,100.0 MWh,N/A,44.0 percent
Vertex,2022,13009.0 tonnes CO₂,160.6 cubic meters,N/A,N/A,42.0 percent
Invesco,2022,380136.0 tonnes CO,60364.0 cubic meters,N/A,N/A,100.0 percent
VINCI,2012,62.0 tonnes CO₂,6200292.0 cubic meters,N/A,N/A,N/A
VINCI,2013,2489151.0 tonnes CO₂,N/A,N/A,N/A,11.4 percent
VINCI,2014,2391768.0 tonnes CO₂,6713657.0 cubic meters,12765.0 MWh,N/A,67.0 percent
VINCI,2015,2282661.0 tonnes CO₂,8248185.0 cubic meters,17620.0 MWh,N/A,N/A
VINCI,2016,2555995.0 tonnes CO₂,N/A,15614.0 MWh,N/A,66.5 percent
VINCI,2017,2666292.0 tonnes CO₂,N/A,57793.0 MWh,N/A,68.5 percent
VINCI,2018,2670730.0 tonnes CO,N/A,98338.0 MWh,N/A,80.0 percent
VINCI,2019,2338928.0 tonnes CO,N/A,162042.0 MWh,N/A,80.0 percent
Visa,2015,N/A,0.24 cubic meters,N/A,89.1 percent,57.0 percent
Visa,2016,N/A,284703.37 cubic meters,N/A,N/A,76.0 percent
Visa,2017,120953.0 tonnes CO₂,247459.69 cubic meters,N/A,N/A,77.0 percent
Visa,N/A,62400.0 tonnes CO₂,187040.88 cubic meters,444063.0 MWh,N/A,76.0 percent
Visa,N/A,62400.0 tonnes CO₂,208954.63 cubic meters,100.0 MWh,N/A,57.0 percent
Visa,2020,13900.0 tonnes CO₂,216146.91 cubic meters,100.0 MWh,N/A,54.0 percent
Visa,2021,4000.0 tonnes CO₂,147441.72 cubic meters,100.0 MWh,N/A,43.0 percent
Visa,2022,6400.0 tonnes CO₂,177.0 cubic meters,100.0 MWh,N/A,48.0 percent
Vodafone Group Plc,2011,1960000.0 tonnes CO₂,N/A,19.0 MWh,N/A,N/A
Vodafone Group Plc,N/A,2800000.0 tonnes CO₂,N/A,762.0 GWh,N/A,N/A
Vodafone Group Plc,2017,2590000.0 tonnes CO₂,N/A,N/A,N/A,N/A
Vodafone Group Plc,2019,2000000.0 tonnes CO₂,N/A,15.4 MWh,N/A,N/A
Vodafone Group_2022,2022,0.86 tonnes CO₂,N/A,115.0 GWh,N/A,N/A
Vornado Realty Trust,2017,270676.0 tonnes CO₂,3501302.0 cubic meters,55.0 MWh,N/A,50.0 percent
Vornado Realty Trust,2019,283724.0 tonnes CO₂,3187066.0 cubic meters,N/A,N/A,49.8 percent
Vornado,2020,8594.0 tonnes CO₂,2027913.0 cubic meters,2.07 MWh,N/A,65.0 percent
Vornado Realty Trust,2021,3187066.0 tonnes CO₂,1959798.0 cubic meters,18.35 MWh,N/A,63.0 percent
Vornado,2022,N/A,2218521.0 cubic meters,32.51 MWh,N/A,64.0 percent
Vulcan Materials Company,2021,1150000.0 tonnes CO₂,N/A,N/A,N/A,N/A
Vulcan,2022,1230000.0 tonnes CO₂,N/A,5.3 MWh,N/A,91.0 percent
Vulcan Materials Company,2023,N/A,N/A,N/A,N/A,N/A
WPP,N/A,260000.0 tonnes CO₂,N/A,N/A,N/A,N/A
WPP,N/A,244146.0 tonnes CO₂,N/A,N/A,N/A,N/A
WPP,N/A,232761.0 tonnes CO₂,N/A,70.0 MWh,N/A,N/A
WPP,N/A,252111.0 tonnes CO₂,N/A,15.0 MWh,N/A,N/A
WPP,N/A,261004.0 tonnes CO₂,N/A,N/A,N/A,N/A
WPP,N/A,277058.0 tonnes CO₂,76026.0 cubic meters,16.0 MWh,35.0 percent,5681.0 tonnes CO₂
WPP,N/A,283334.0 tonnes CO₂,79715.0 cubic meters,16.0 MWh,31.0 percent,4886.0 tonnes CO₂
WPP,N/A,279371.0 tonnes CO₂,N/A,13.0 MWh,N/A,N/A
WPP,N/A,264774.0 tonnes CO₂,1900000.0 cubic meters,21.0 MWh,31.0 percent,N/A
WPP,N/A,249782.0 tonnes CO₂,1900000.0 cubic meters,22.0 MWh,23.0 percent,60.0 percent
WPP,2018,0.74 tonnes CO₂,N/A,30.0 MWh,N/A,54.0 percent
WPP,2019,18994.0 tonnes CO₂,N/A,35.0 MWh,25.0 percent,N/A
WPP,2020,N/A,N/A,N/A,N/A,N/A
WPP,2021,11421.0 tonnes CO,N/A,N/A,N/A,N/A
WPP,2022,N/A,N/A,N/A,N/A,N/A
WPP,N/A,279859.0 tonnes CO,N/A,15.0 MWh,N/A,N/A
Wabtec,2020,384475.0 tonnes CO₂,0.15 cubic meters,225000.0 MWh,N/A,500.0 tonnes CO₂
Wabtec,2023,129787.0 tonnes CO₂,N/A,0.4 MWh,N/A,N/A
Walgreens Boots Alliance,2021,1700000.0 tonnes CO₂,N/A,6.3 MWh,N/A,60.1 percent
Walgreens Boots Alliance (WBA),2022,1600000.0 tonnes CO₂,N/A,6.6 MWh,N/A,71.0 percent
Walgreens Boots Alliance,2023,1500000.0 tonnes CO₂,N/A,N/A,N/A,98.0 percent
Walmart,2014,11284.0 tonnes CO₂,30.0 cubic meters,24.2 MWh,N/A,81.66 percent
"Wal-Mart Stores, Inc.",2017,N/A,N/A,26.0 MWh,N/A,N/A
Walmart,2019,93000000.0 tonnes CO₂,N/A,145.5 MWh,N/A,N/A
Walmart,2020,35630000.0 tonnes CO₂,N/A,29.0 MWh,N/A,N/A
Walmart,2022,3000000.0 tonnes CO₂,N/A,N/A,N/A,N/A
Walmart,2023,N/A,N/A,N/A,N/A,N/A
Waste Management,2010,23664677.0 tonnes CO₂,N/A,N/A,N/A,90.0 percent
Waste Management,2011,1817830.0 tonnes CO₂,N/A,586.0 MWh,N/A,10000000.0 tonnes CO₂
Chevron Houston Marathon,2012,16448441.0 tonnes CO₂,N/A,100.0 MWh,N/A,97.0 percent
Waste Management,2013,19556857.0 tonnes CO₂,N/A,N/A,N/A,N/A
Waste Management,2014,17662765.0 tonnes CO₂,N/A,5635643.0 MWh,N/A,N/A
Waste Management Inc._2014,2015,N/A,N/A,N/A,N/A,N/A
Waste Management,2016,N/A,N/A,N/A,N/A,33.0 percent
Waste Management,2017,N/A,N/A,N/A,N/A,14700000.0 tonnes CO₂
Waste Management,2018,32588647.0 tonnes CO₂,0.28 cubic meters,6670000.0 MWh,N/A,20.4 percent
WM,2019,389988.0 tonnes CO₂,N/A,N/A,N/A,N/A
Waste Management,N/A,13.56 tonnes CO₂,N/A,1210238.0 MWh,N/A,32.57 percent
WM,2021,21.99 tonnes CO₂,N/A,N/A,N/A,N/A
WM,2022,14602131.0 tonnes CO₂,N/A,N/A,N/A,N/A
Waters,2009,38.0 tonnes CO₂,12.0 cubic meters,N/A,N/A,N/A
Waters Corporation,2014,15.0 tonnes CO₂,N/A,N/A,N/A,N/A
Waters Corporation,2017,N/A,90902.0 cubic meters,N/A,N/A,N/A
Waters,2020,23689.0 tonnes CO₂,N/A,27.0 MWh,N/A,N/A
Waters,2021,N/A,113753.0 cubic meters,27.0 MWh,N/A,N/A
Waters Corporation,2022,24.0 tonnes CO₂,N/A,58.0 MWh,N/A,35.0 percent
WEC Energy Group,2016,29600000.0 tonnes CO₂,N/A,N/A,N/A,N/A
WEC Energy Group,2017,N/A,3570000000.0 cubic meters,N/A,N/A,52.0 percent
WEC Energy Group,2018,N/A,20000000.0 cubic meters,N/A,N/A,54.0 percent
WEC Energy Group,2019,N/A,10000000.0 cubic meters,1000.0 MWh,N/A,N/A
WEC Energy Group,2020,N/A,10000000.0 cubic meters,1.3 MWh,N/A,N/A
WEC Energy Group,2021,N/A,10000000.0 cubic meters,N/A,N/A,N/A
WEC Energy Group,2022,N/A,10000000.0 cubic meters,N/A,N/A,55.0 percent
BHP,2017,16300000.0 tonnes CO₂,N/A,N/A,N/A,N/A
Trafigura,2018,5330000.0 tonnes CO,N/A,N/A,N/A,N/A
CRH,2019,33.9 tonnes CO₂,3.9 cubic meters,N/A,N/A,N/A
Trafigura Group Pte. Ltd.,2020,15350000.0 tonnes CO,N/A,N/A,N/A,N/A
Carlsberg Group,2023,5200000.0 tonnes CO₂,N/A,92.0 MWh,N/A,74.0 percent
N/A,N/A,N/A,N/A,N/A,N/A,N/A
Centene,2022,2016819.0 tonnes CO₂,N/A,N/A,N/A,N/A
MTD,2023,328.0 tonnes CO,N/A,N/A,N/A,N/A
HCN,2012,N/A,N/A,20.0 MWh,N/A,77.0 percent
HCN,2013,N/A,907.93 cubic meters,487.0 MWh,N/A,N/A
Welltower,2014,154718.0 tonnes CO₂,1070.51 cubic meters,N/A,N/A,10.4 percent
[company name not provided in text],2015,N/A,1069.68 cubic meters,N/A,N/A,3.7 percent
Welltower,2016,180105.0 tonnes CO₂,N/A,N/A,N/A,14.12 percent
Welltower Incorporated,2017,1416664.0 tonnes CO₂,N/A,26463124.0 MWh,N/A,7362.0 tonnes CO₂
Welltower,2018,134604.0 tonnes CO₂,N/A,32467274.0 MWh,N/A,17.9 percent
Welltower Inc.,2020,6.08 tonnes CO₂,N/A,N/A,N/A,18.5 percent
Welltower,2021,500482.0 tonnes CO₂,7687.27 cubic meters,N/A,N/A,13.1 percent
Welltower,2022,N/A,N/A,N/A,N/A,10.0 percent
WestRock,2022,6273921.0 tonnes CO₂,62947448.0 cubic meters,62.23 MWh,N/A,N/A
Western Digital Corporation,2018,N/A,N/A,N/A,N/A,N/A
Western Digital,2021,N/A,N/A,279.9 GWh,N/A,N/A
Western Digital,2022,N/A,6939399.8 cubic meters,N/A,N/A,63.5 percent
Western Digital,2023,N/A,14208676.5 cubic meters,75000.0 MWh,N/A,61.2 percent
Western Digital,2024,500000.0 tonnes CO₂,N/A,100.0 MWh,36.0 percent,99.0 percent
Western Union,2018,N/A,N/A,N/A,N/A,N/A
Western Union,2019,N/A,210000.0 cubic meters,N/A,N/A,N/A
N/A,N/A,N/A,28.29 cubic meters,96439.0 MWh,N/A,N/A
Weyerhaeuser,2014,N/A,N/A,N/A,N/A,98.0 percent
Weyerhaeuser,N/A,N/A,N/A,N/A,39.0 percent,98.0 percent
Weyerhaeuser,N/A,10100000.0 tonnes CO₂,N/A,70.0 MWh,41.0 percent,99.0 percent
Whirlpool Corporation,2012,N/A,800500.0 cubic meters,N/A,N/A,N/A
Whirlpool Corporation,2013,N/A,69000.0 cubic meters,N/A,N/A,N/A
Whirlpool,2014,N/A,207503.0 cubic meters,N/A,N/A,N/A
Consul,2015,N/A,28000.0 cubic meters,N/A,N/A,92.3 percent
Haceb Whirlpool Industrial S.A.S.,2016,N/A,9903.0 cubic meters,N/A,N/A,97.0 percent
Whirlpool,2017,788295.0 tonnes CO₂,5818860.0 cubic meters,30000.0 MWh,50.0 percent,N/A
Whirlpool Corporation,2018,753000.0 tonnes CO₂,N/A,N/A,N/A,96.0 percent
Whirlpool Corporation,2019,N/A,0.12 cubic meters,N/A,N/A,96.0 percent
Whirlpool,2020,N/A,N/A,15.0 MWh,N/A,98.0 percent
Whirlpool Corporation,N/A,808956.0 tonnes CO₂,N/A,N/A,N/A,28.0 percent
Whirlpool Corporation,2022,N/A,N/A,N/A,N/A,95.0 percent
Whitbread,N/A,138942.0 tonnes CO₂,N/A,N/A,52.36 percent,99.96 percent
Whitbread,N/A,21.0 tonnes CO₂,N/A,N/A,N/A,N/A
Sherwin-Williams,2018,N/A,N/A,N/A,N/A,N/A
Williams,2020,10430000.0 tonnes CO₂,N/A,12.0 MWh,N/A,N/A
Williams,2022,13870000.0 tonnes CO₂,1135.62 cubic meters,538434.0 MWh,N/A,N/A
"The Williams Companies, Inc.",2023,15460000.0 tonnes CO₂,N/A,606400.0 MWh,N/A,N/A
WTW,2022,344575.0 tonnes CO₂,N/A,N/A,N/A,N/A
Atos,2013,81373.0 tonnes CO,N/A,115000.0 MWh,N/A,N/A
Worldline,2017,11252.8 tonnes CO₂,28442.2 cubic meters,N/A,N/A,90.0 percent
Worldline,2018,N/A,N/A,N/A,N/A,N/A
Worldline,N/A,N/A,N/A,N/A,N/A,N/A
Wynn Resorts,2017,N/A,4232.5 cubic meters,850.0 MWh,N/A,N/A
Wynn Resorts,2019,N/A,N/A,N/A,N/A,N/A
Wynn Resorts,2020,N/A,N/A,N/A,N/A,N/A
Wynn Resorts,2021,409184.0 tonnes CO₂,1638.25 cubic meters,42.0 MWh,N/A,N/A
Wynn Resorts,2022,350201.0 tonnes CO₂,2153057.93 cubic meters,N/A,N/A,N/A
Xcel Energy,N/A,N/A,N/A,25.0 MWh,N/A,N/A
HORIZON BOUND,2021,N/A,N/A,N/A,N/A,N/A
Xcel Energy,2022,N/A,N/A,N/A,N/A,N/A
Xcel Energy,2017,30000000.0 tonnes CO₂,N/A,N/A,N/A,N/A
Xerox,2022,133617.0 tonnes CO₂,N/A,N/A,N/A,N/A
Xerox,2024,110431.0 tonnes CO,N/A,N/A,N/A,100.0 percent
Xilinx Corporation,2014,N/A,N/A,1404.0 MWh,N/A,9600.0 kg
Xilinx,2015,25000.0 tonnes CO₂,100.0 cubic meters,3073.0 MWh,N/A,59.0 percent
Xilinx,2016,30000.0 tonnes CO₂,150.0 cubic meters,3073.0 MWh,N/A,63.0 percent
Xilinx,2017,27294.0 tonnes CO₂,115.0 cubic meters,3073.0 MWh,N/A,90.0 percent
Xilinx,2019,24766.0 tonnes CO₂,112.0 cubic meters,3073.0 MWh,N/A,N/A
Yum China,2022,N/A,27280872.0 tonnes CO₂,2400.0 MWh,21.0 percent,38.0 percent
Cargill,2023,6927653.0 tonnes CO₂,93950000.0 cubic meters,70000.0 MWh,N/A,9.8 percent
Olympus,2023,45.7 tonnes CO₂,N/A,71.9 MWh,N/A,N/A
Xcel Energy,N/A,N/A,N/A,25.0 MWh,N/A,N/A
HORIZON BOUND,2021,N/A,N/A,N/A,N/A,N/A
Xcel Energy,2022,N/A,N/A,N/A,N/A,N/A
Xcel Energy,2017,30000000.0 tonnes CO₂,N/A,N/A,N/A,N/A
Xerox,2022,133617.0 tonnes CO₂,N/A,N/A,N/A,N/A
Xerox,2024,110431.0 tonnes CO,N/A,N/A,N/A,100.0 percent
Xilinx Corporation,2014,N/A,N/A,1404.0 MWh,N/A,9600.0 kg
Xilinx,2015,25000.0 tonnes CO₂,100.0 cubic meters,3073.0 MWh,N/A,59.0 percent
Xilinx,2016,30000.0 tonnes CO₂,150.0 cubic meters,3073.0 MWh,N/A,63.0 percent
Xilinx,2017,27294.0 tonnes CO₂,115.0 cubic meters,3073.0 MWh,N/A,90.0 percent
Xilinx,2019,24766.0 tonnes CO₂,112.0 cubic meters,3073.0 MWh,N/A,N/A
Yum China,2022,N/A,27280872.0 tonnes CO₂,2400.0 MWh,21.0 percent,38.0 percent
Cargill,2023,6927653.0 tonnes CO₂,93950000.0 cubic meters,70000.0 MWh,59.7 percent,9.8 percent
Olympus,2023,45.7 tonnes CO₂,N/A,71.9 MWh,N/A,N/A
